Date,Open,High,Low,Close,Adj Close,Volume
2022-02-17,443.220001,446.570007,436.420013,437.059998,433.832397,102259100
2022-02-18,437.329987,438.660004,431.820007,434.230011,431.023285,132642900
2022-02-22,431.890015,435.500000,425.859985,429.570007,426.397705,124391800
2022-02-23,432.660004,433.260010,421.350006,421.950012,418.833984,132578000
2022-02-24,411.019989,428.760010,410.640015,428.299988,425.137085,213942900
2022-02-25,429.609985,437.839996,427.859985,437.750000,434.517303,121804500
2022-02-28,432.029999,438.200012,430.700012,436.630005,433.405579,145615000
2022-03-01,435.040009,437.170013,427.109985,429.980011,426.804718,137785900
2022-03-02,432.369995,439.720001,431.570007,437.890015,434.656281,117726500
2022-03-03,440.470001,441.109985,433.799988,435.709991,432.492340,105501700
2022-03-04,431.750000,433.369995,427.880005,432.170013,428.978516,113978200
2022-03-07,431.549988,432.299988,419.359985,419.429993,416.332581,137896600
2022-03-08,419.619995,427.209991,415.119995,416.250000,413.176086,164772700
2022-03-09,425.140015,429.510010,422.820007,427.410004,424.253662,116990800
2022-03-10,422.519989,426.429993,420.440002,425.480011,422.337921,93972700
2022-03-11,428.119995,428.769989,419.529999,420.070007,416.967865,95636300
2022-03-14,420.890015,424.549988,415.790009,417.000000,413.920532,95729200
2022-03-15,419.769989,426.839996,418.420013,426.170013,423.022827,106219100
2022-03-16,429.890015,435.679993,424.799988,435.619995,432.403015,144954800
2022-03-17,433.589996,441.070007,433.190002,441.070007,437.812775,102676900
2022-03-18,438.000000,444.859985,437.220001,444.519989,442.608063,106345500
2022-03-21,444.339996,446.459991,440.679993,444.390015,442.478638,88349800
2022-03-22,445.859985,450.579987,445.859985,449.589996,447.656250,74650400
2022-03-23,446.910004,448.489990,443.709991,443.799988,441.891144,79426100
2022-03-24,445.940002,450.500000,444.760010,450.489990,448.552368,64736900
2022-03-25,451.160004,452.980011,448.429993,452.690002,450.742920,77101300
2022-03-28,452.059998,455.910004,450.059998,455.910004,453.949066,68529800
2022-03-29,460.019989,462.070007,457.179993,461.549988,459.564789,86581500
2022-03-30,460.339996,461.200012,456.470001,458.700012,456.727081,79666900
2022-03-31,457.890015,458.760010,451.160004,451.640015,449.697449,121699900
2022-04-01,453.309998,453.459991,449.140015,452.920013,450.971954,89048800
2022-04-04,453.130005,456.910004,452.260010,456.799988,454.835236,59601000
2022-04-05,455.220001,457.829987,449.820007,451.029999,449.090057,74214500
2022-04-06,446.890015,448.929993,443.470001,446.519989,444.599457,106898000
2022-04-07,445.589996,450.690002,443.529999,448.769989,446.839783,78097200
2022-04-08,447.970001,450.630005,445.940002,447.570007,445.644958,79272700
2022-04-11,444.109985,445.000000,439.390015,439.920013,438.027863,89770500
2022-04-12,443.079987,445.750000,436.649994,438.290009,436.404877,84363600
2022-04-13,438.029999,444.109985,437.839996,443.309998,441.403259,74070400
2022-04-14,443.549988,444.730011,437.679993,437.790009,435.907013,97869500
2022-04-18,436.809998,439.750000,435.609985,437.970001,436.086243,66002500
2022-04-19,437.859985,445.799988,437.679993,445.040009,443.125824,77821000
2022-04-20,446.920013,447.570007,443.480011,444.709991,442.797241,65224400
2022-04-21,448.540009,450.010010,437.100006,438.059998,436.175842,85417300
2022-04-22,436.910004,438.079987,425.440002,426.040009,424.207550,132471800
2022-04-25,423.670013,428.690002,418.839996,428.510010,426.666931,119647700
2022-04-26,425.829987,426.040009,416.070007,416.100006,414.310303,103996300
2022-04-27,417.239990,422.920013,415.010010,417.269989,415.475250,122030000
2022-04-28,422.290009,429.640015,417.600006,427.809998,425.969940,105449100
2022-04-29,423.589996,425.869995,411.209991,412.000000,410.227936,145491100
2022-05-02,412.070007,415.920013,405.019989,414.480011,412.697266,158312500
2022-05-03,415.010010,418.929993,413.359985,416.380005,414.589111,100028200
2022-05-04,417.079987,429.660004,413.709991,429.059998,427.214569,144247900
2022-05-05,424.549988,425.000000,409.440002,413.809998,412.030151,172929100
2022-05-06,411.100006,414.799988,405.730011,411.339996,409.570770,151770800
2022-05-09,405.100006,406.410004,396.500000,398.170013,396.457428,155586100
2022-05-10,404.489990,406.079987,394.820007,399.089996,397.373444,132497200
2022-05-11,398.070007,404.040009,391.959991,392.750000,391.060730,142361000
2022-05-12,389.369995,395.799988,385.149994,392.339996,390.652496,125090800
2022-05-13,396.709991,403.179993,395.609985,401.720001,399.992157,104174400
2022-05-16,399.980011,403.970001,397.600006,400.089996,398.369171,78622400
2022-05-17,406.529999,408.570007,402.579987,408.320007,406.563782,83029700
2022-05-18,403.500000,403.799988,390.549988,391.859985,390.174530,117674500
2022-05-19,388.619995,394.140015,387.109985,389.459991,387.784882,98510700
2022-05-20,393.250000,397.029999,380.540009,389.630005,387.954163,131432200
2022-05-23,392.829987,397.730011,390.380005,396.920013,395.212799,76414900
2022-05-24,392.559998,395.149994,386.959991,393.890015,392.195831,91448800
2022-05-25,392.309998,399.450012,391.890015,397.369995,395.660858,91472900
2022-05-26,398.670013,407.040009,398.450012,405.309998,403.566711,82168300
2022-05-27,407.910004,415.380005,407.700012,415.260010,413.473907,84768700
2022-05-31,413.549988,416.459991,410.029999,412.929993,411.153931,95937000
2022-06-01,415.170013,416.239990,406.929993,409.589996,407.828308,86585800
2022-06-02,409.420013,417.440002,407.040009,417.390015,415.594757,79609600
2022-06-03,412.399994,414.040009,409.510010,410.540009,408.774231,71874300
2022-06-06,414.779999,416.609985,410.549988,411.790009,410.018860,57508900
2022-06-07,408.100006,416.220001,407.609985,415.739990,413.951843,59272400
2022-06-08,413.929993,415.820007,410.380005,411.220001,409.451294,64350000
2022-06-09,409.339996,411.739990,401.440002,401.440002,399.713348,86289800
2022-06-10,394.880005,395.779999,389.750000,389.799988,388.123413,132893900
2022-06-13,379.850006,381.809998,373.299988,375.000000,373.387085,170004900
2022-06-14,376.850006,377.940002,370.589996,373.869995,372.261932,104011800
2022-06-15,377.359985,383.899994,372.119995,379.200012,377.569031,125666800
2022-06-16,370.510010,370.940002,364.079987,366.649994,365.072998,134473300
2022-06-17,365.510010,369.380005,362.170013,365.859985,365.859985,111113900
2022-06-21,371.890015,376.529999,371.809998,375.070007,375.070007,76811900
2022-06-22,370.619995,378.720001,370.179993,374.390015,374.390015,90059400
2022-06-23,376.640015,378.829987,372.890015,378.059998,378.059998,79292100
2022-06-24,381.399994,390.089996,381.369995,390.079987,390.079987,98050300
2022-06-27,391.049988,391.359985,387.440002,388.589996,388.589996,66009600
2022-06-28,390.230011,393.160004,380.529999,380.649994,380.649994,86548900
2022-06-29,381.230011,382.269989,378.420013,380.339996,380.339996,65676000
2022-06-30,376.239990,380.660004,372.559998,377.250000,377.250000,112508300
2022-07-01,376.559998,381.700012,373.799988,381.239990,381.239990,74839700
2022-07-05,375.880005,381.980011,372.899994,381.959991,381.959991,81438000
2022-07-06,382.109985,385.869995,379.600006,383.250000,383.250000,70426200
2022-07-07,385.119995,389.829987,383.269989,388.989990,388.989990,64525900
2022-07-08,387.269989,390.640015,385.660004,388.670013,388.670013,72397800
2022-07-11,385.850006,386.869995,383.500000,384.230011,384.230011,58366900
2022-07-12,383.649994,386.160004,378.989990,380.829987,380.829987,62219200
2022-07-13,375.100006,381.920013,374.660004,378.829987,378.829987,84224600
2022-07-14,373.609985,379.049988,371.040009,377.910004,377.910004,89704800
2022-07-15,382.549988,385.250000,380.540009,385.130005,385.130005,79060400
2022-07-18,388.380005,389.089996,380.660004,381.950012,381.950012,63203600
2022-07-19,386.079987,392.869995,385.390015,392.269989,392.269989,78506000
2022-07-20,392.470001,396.260010,391.029999,394.769989,394.769989,71843800
2022-07-21,394.160004,398.839996,391.630005,398.790009,398.790009,64903900
2022-07-22,398.920013,400.179993,392.750000,395.089996,395.089996,72197300
2022-07-25,395.750000,396.470001,393.209991,395.570007,395.570007,53631500
